Unnamed: 0,Job Id,Experience,Qualifications,Salary Range (K),Min Salary (K),Max Salary (K),Country,Work Type,Company Size,Job Posting Date,Predicted Industry,Job Title,Role,Job Portal,Job Description,Benefits,skills,Responsibilities,Company,Company Profile,Text,Cluster Name,Broader Category,Average Salary (K),Year-Quarter
1333406,2143300415987336.8,0 to 12 Years,M.Tech,50,63,113,Singapore,Intern,94995,2022-07-24,9,Family Lawyer,Mediator,Snagajob,Mediators facilitate negotiations and dispute resolution between parties in conflict. They remain neutral and help parties reach mutually acceptable agreements through effective communication and problem-solving techniques.,"Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Mediation""', 'Conflict resolution""', 'Negotiation""', 'Communication skills""', 'Neutrality""', 'Problem""', 'Legal knowledge""', 'Mediation techniques]""]]]]]']",Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements.,Henkel AG & Co. KGaA,"{""Sector"":""Chemicals"",""Industry"":""Chemicals"",""City"":""D sseldorf"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""www.henkel.com"",""Ticker"":""HEN"",""CEO"":""Carsten Knobel""}","Family Lawyer Facilitate mediation and alternative dispute resolution (ADR) processes to help clients reach mutually agreeable resolutions. Maintain neutrality and guide parties toward compromise. Draft mediation agreements. Mediation Conflict resolution Negotiation Communication skills Neutrality Problem, solving Legal knowledge Mediation techniques",Legal & Social Services,Legal Services,88.0,2022Q3
1336834,1012023475854357.0,0 to 15 Years,BBA,33,58,91,Singapore,Contract,29422,2023-01-09,9,Paralegal,Litigation Paralegal,USAJOBS,"Assist in litigation cases, including document preparation, legal research, and trial support.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Legal research""', 'Discovery management""', 'Case preparation""', 'Trial support""', 'Document review""', 'Client communication""', 'E""', 'Attention to detail""', 'Multitasking""', 'Legal terminology""', 'Technology proficiency""', 'Communication skills""', 'Legal software proficiency]""]]]]]']",Assist attorneys in preparing for trials and hearings. Organize and manage legal documents and exhibits. Interview clients and witnesses.,AGCO,"{""Sector"":""Agriculture"",""Industry"":""Construction and Farm Machinery"",""City"":""Duluth"",""State"":""Georgia"",""Zip"":""30096"",""Website"":""www.agcocorp.com"",""Ticker"":""AGCO"",""CEO"":""Eric P. Hansotia""}","Paralegal Assist attorneys in preparing for trials and hearings. Organize and manage legal documents and exhibits. Interview clients and witnesses. Legal research Discovery management Case preparation Trial support Document review Client communication E, filing Attention to detail Multitasking Legal terminology Technology proficiency Communication skills Legal software proficiency",Legal & Social Services,Legal Services,74.5,2023Q1
1337783,1472385617375117.0,5 to 12 Years,BA,37,55,92,Singapore,Intern,34105,2022-02-09,9,Family Lawyer,Child Custody Lawyer,Stack Overflow Jobs,"Child Custody Lawyers specialize in family law, focusing on cases related to child custody and visitation rights. They represent clients in court, provide legal counsel, and advocate for the best interests of children in custody disputes.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Child custody law""', 'Family law""', 'Legal advocacy""', 'Negotiation""', 'Court representation""', 'Legal research""', 'Client counseling""', 'Case preparation]""]]]]]']","Specialize in child custody cases, advocating for the best interests of children. Conduct investigations, gather evidence, and present cases in court. Negotiate parenting plans and visitation schedules.",Lam Research,"{""Sector"":""Semiconductor"",""Industry"":""Semiconductors and Other Electronic Components"",""City"":""Fremont"",""State"":""California"",""Zip"":""94538"",""Website"":""www.lamresearch.com"",""Ticker"":""LRCX"",""CEO"":""Timothy M. Archer""}","Family Lawyer Specialize in child custody cases, advocating for the best interests of children. Conduct investigations, gather evidence, and present cases in court. Negotiate parenting plans and visitation schedules. Child custody law Family law Legal advocacy Negotiation Court representation Legal research Client counseling Case preparation",Legal & Social Services,Legal Services,73.5,2022Q1
1340453,41292800000000.0,4 to 9 Years,BCA,37,55,92,Singapore,Contract,22563,2023-12-03,9,Legal Advisor,Legal Counsel,Glassdoor,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.","Childcare Assistance, Paid Time Off (PTO), Relocation Assistance, Flexible Work Arrangements, Professional Development","['Legal counsel""', 'Legal advice""', 'Contract negotiation""', 'Legal research""', 'Litigation support""', 'Client representation""', 'Legal writing""', 'Regulatory compliance]""]]]]]']","Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings.","The Goldman Sachs Group, Inc.","{""Sector"":""Financial Services/Investment Banking"",""Industry"":""Financial Services - Investment Banking"",""City"":""New York"",""State"":""NY"",""Zip"":""10004"",""Website"":""https://www.goldmansachs.com/"",""Ticker"":""GS"",""CEO"":""David Solomon""}","Legal Advisor Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings. Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance",Legal & Social Services,Legal Services,73.5,2023Q4
1341625,2442972704233991.0,3 to 9 Years,MBA,43,65,108,Singapore,Full-Time,63001,2023-08-22,9,Legal Advisor,In-House Counsel,Glassdoor,"In the role of In-House Counsel, you will provide legal support to the organization across various areas, including contracts, employment law, and regulatory compliance. You will draft legal documents, handle litigation matters, and advise on legal risks affecting day-to-day operations. Your role is crucial in ensuring the company operates within the bounds of the law.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['In""', 'Legal advisory""', 'Employment law""', 'Intellectual property""', 'Regulatory compliance""', 'Dispute resolution""', 'Contract review""', 'Client counseling]""]]]]]']","Serve as in-house legal counsel for organizations, managing legal issues and contracts internally. Provide legal training to staff and address legal questions and concerns.",SVB Financial Group,"{""Sector"":""Financials"",""Industry"":""Commercial Banks"",""City"":""Santa Clara"",""State"":""California"",""Zip"":""95054"",""Website"":""www.svb.com"",""Ticker"":""SIVBQ"",""CEO"":""William Kosturos""}","Legal Advisor Serve as in-house legal counsel for organizations, managing legal issues and contracts internally. Provide legal training to staff and address legal questions and concerns. In, house counsel Legal advisory Employment law Intellectual property Regulatory compliance Dispute resolution Contract review Client counseling",Legal & Social Services,Legal Services,86.5,2023Q3
1351326,3075286071306973.0,3 to 13 Years,B.Com,49,58,107,Singapore,Temporary,100100,2023-01-29,9,Legal Advisor,Corporate Counsel,Stack Overflow Jobs,"As a Corporate Counsel, you will focus on legal matters related to corporate governance, mergers and acquisitions, and corporate compliance. You will draft and review corporate documents, oversee compliance programs, and handle complex legal negotiations. Your role includes managing legal relationships with external partners and providing strategic legal guidance to the company.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Corporate law""', 'Compliance""', 'Mergers and acquisitions""', 'Corporate governance""', 'Contract drafting""', 'Risk management""', 'Legal strategy""', 'Due diligence]""]]]]]']","Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts.",W.R. Berkley,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""Greenwich"",""State"":""Connecticut"",""Zip"":""6830"",""Website"":""www.berkley.com"",""Ticker"":""WRB"",""CEO"":""Robert Berkley""}","Legal Advisor Specialize in corporate law, advising companies on legal compliance, mergers and acquisitions, and corporate governance. Ensure legal risk mitigation and compliance with corporate regulations. Handle corporate transactions and contracts. Corporate law Compliance Mergers and acquisitions Corporate governance Contract drafting Risk management Legal strategy Due diligence",Legal & Social Services,Legal Services,82.5,2023Q1
1357684,1908750255086355.2,3 to 9 Years,BCA,32,61,93,Singapore,Contract,134219,2023-08-04,9,Legal Assistant,Litigation Support Specialist,Idealist,"Assist in the preparation of litigation cases, manage electronic discovery, and handle technical aspects of trial preparation.","Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs","['E""', 'Document review and production""', 'Litigation support software""', 'Relativity""', 'Data analysis""', 'Case management""', 'Communication with legal teams""', 'Technical proficiency""', 'Attention to detail""', 'Problem""', 'Legal research skills]""]]]]]']","Specialize in eDiscovery and managing electronic documents for litigation. Collect, review, and produce electronic evidence. Collaborate with legal teams on case strategies.",Seaboard,"{""Sector"":""Transportation"",""Industry"":""Food Production"",""City"":""Merriam"",""State"":""Kansas"",""Zip"":""66202"",""Website"":""www.seaboardcorp.com"",""Ticker"":""SEB"",""CEO"":""Robert L. Steer""}","Legal Assistant Specialize in eDiscovery and managing electronic documents for litigation. Collect, review, and produce electronic evidence. Collaborate with legal teams on case strategies. E, discovery tools and processes Document review and production Litigation support software , e, g,  Relativity,  Data analysis Case management Communication with legal teams Technical proficiency Attention to detail Problem, solving Legal research skills",Legal & Social Services,Legal Services,77.0,2023Q3
1359606,948857000000000.0,3 to 14 Years,BCA,19,61,80,Singapore,Temporary,16835,2022-09-16,9,Litigation Attorney,Trial Attorney,Snagajob,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","Tuition Reimbursement, Stock Options or Equity Grants, Parental Leave, Wellness Programs, Childcare Assistance","['Litigation""', 'Legal research""', 'Courtroom representation""', 'Case preparation""', 'Client counseling""', 'Legal writing]""]]]]]']","Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible.",Alumina Limited,"{""Sector"":""Mining and Metals/Aluminum"",""Industry"":""Mining"",""City"":""South Brisbane"",""State"":""QLD"",""Zip"":""4101"",""Website"":""https://www.aluminalimited.com/"",""Ticker"":""AWC"",""CEO"":""Mike Ferraro""}","Litigation Attorney Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible. Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing",Legal & Social Services,Legal Services,70.5,2022Q3
1360263,1407410741359358.0,1 to 9 Years,BBA,60,61,121,Singapore,Temporary,60918,2022-01-16,9,Litigation Attorney,Corporate Litigator,Idealist,"Corporate Litigators specialize in corporate law. They handle legal matters related to businesses, such as mergers, acquisitions, contracts, and disputes, to protect corporate interests.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Corporate law""', 'Commercial litigation""', 'Dispute resolution""', 'Contract law""', 'Legal strategy""', 'Negotiation]""]]]]]']","Focus on corporate legal matters, including contracts, disputes, and compliance. Provide legal counsel to businesses and organizations. Handle litigation involving corporate interests.",Danaher,"{""Sector"":""Healthcare"",""Industry"":""Medical Products and Equipment"",""City"":""Washington"",""State"":""District of Columbia"",""Zip"":""20037"",""Website"":""www.danaher.com"",""Ticker"":""DHR"",""CEO"":""Rainer M. Blair""}","Litigation Attorney Focus on corporate legal matters, including contracts, disputes, and compliance. Provide legal counsel to businesses and organizations. Handle litigation involving corporate interests. Corporate law Commercial litigation Dispute resolution Contract law Legal strategy Negotiation",Legal & Social Services,Legal Services,91.0,2022Q1
1370577,1215806148555394.0,3 to 11 Years,MBA,75,55,130,Singapore,Intern,33389,2022-09-12,9,Legal Assistant,Paralegal,FlexJobs,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities","['Legal research""', 'Document drafting""', 'Case management""', 'E""', 'Legal databases""', 'Lexis""', 'Nexis""', 'Client communication""', 'Deposition preparation""', 'Trial support""', 'Ethics and confidentiality""', 'Attention to detail""', 'Communication skills""', 'Legal software proficiency]""]]]]]']","Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files.",China COSCO Shipping Corporation,"{""Sector"":""Shipping and Logistics"",""Industry"":""Transportation/Logistics"",""City"":""Shanghai"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""http://www.cosco.com/"",""Ticker"":""1919.HK"",""CEO"":""Xu Lirong""}","Legal Assistant Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files. Legal research Document drafting Case management E, filing Legal databases , e, g,  LexisNexis,  Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Legal & Social Services,Legal Services,92.5,2022Q3
1376422,2869353704722694.0,3 to 9 Years,M.Com,38,60,98,Singapore,Temporary,131537,2022-03-25,9,Litigation Attorney,Family Law Attorney,Internships.com,"Family Law Attorneys deal with legal matters related to family relationships. They handle cases like divorce, child custody, adoption, and domestic disputes to provide legal guidance.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Family law""', 'Divorce proceedings""', 'Child custody""', 'Mediation""', 'Legal counseling""', 'Court representation]""]]]]]']","Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services.",Whitehaven Coal,"{""Sector"":""Mining and Metals/Coal"",""Industry"":""Mining"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.whitehavennews.com.au/"",""Ticker"":""WHC"",""CEO"":""Paul Flynn""}","Litigation Attorney Specialize in family law matters, such as divorce, child custody, and adoption. Advocate for clients in family court proceedings. Offer legal advice and mediation services. Family law Divorce proceedings Child custody Mediation Legal counseling Court representation",Legal & Social Services,Legal Services,79.0,2022Q1
1376623,225333000000000.0,0 to 12 Years,BA,42,57,99,Singapore,Contract,118856,2023-07-26,9,Legal Assistant,Paralegal,USAJOBS,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","Transportation Benefits, Professional Development, Bonuses and Incentive Programs, Profit-Sharing, Employee Discounts","['Legal research""', 'Document drafting""', 'Case management""', 'E""', 'Legal databases""', 'Lexis""', 'Nexis""', 'Client communication""', 'Deposition preparation""', 'Trial support""', 'Ethics and confidentiality""', 'Attention to detail""', 'Communication skills""', 'Legal software proficiency]""]]]]]']","Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files.",Hershey,"{""Sector"":""Food & Confectionery"",""Industry"":""Food Consumer Products"",""City"":""Hershey"",""State"":""Pennsylvania"",""Zip"":""17033"",""Website"":""www.thehersheycompany.com"",""Ticker"":""HSY"",""CEO"":""Michele G. Buck""}","Legal Assistant Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files. Legal research Document drafting Case management E, filing Legal databases , e, g,  LexisNexis,  Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Legal & Social Services,Legal Services,78.0,2023Q3
1379535,667404000000000.0,1 to 10 Years,B.Com,51,59,110,Singapore,Temporary,24463,2023-03-13,9,Legal Counsel,Employment Lawyer,The Muse,"Employment Lawyers focus on employment law matters, assisting employers and employees with issues like workplace discrimination, labor disputes, and employment contracts. They offer legal counsel and represent clients in legal proceedings.","Employee Assistance Programs (EAP), Tuition Reimbursement, Profit-Sharing, Transportation Benefits, Parental Leave","['Employment law and regulations""', 'Employment contracts and agreements""', 'Workplace discrimination and harassment laws""', 'Legal compliance""', 'Client representation and advocacy]""]]]]]']","Advise on employment law matters, including labor relations, HR policies, and employee disputes. Conduct investigations and negotiations. Ensure legal compliance in hiring and terminations.",Marathon Petroleum,"{""Sector"":""Energy"",""Industry"":""Petroleum Refining"",""City"":""Findlay"",""State"":""Ohio"",""Zip"":""45840"",""Website"":""www.marathonpetroleum.com"",""Ticker"":""MPC"",""CEO"":""Michael J. Hennigan""}","Legal Counsel Advise on employment law matters, including labor relations, HR policies, and employee disputes. Conduct investigations and negotiations. Ensure legal compliance in hiring and terminations. Employment law and regulations Employment contracts and agreements Workplace discrimination and harassment laws Legal compliance Client representation and advocacy",Legal & Social Services,Legal Services,84.5,2023Q1
1380316,835543000000000.0,0 to 12 Years,BBA,35,60,95,Singapore,Temporary,107369,2022-06-02,9,Legal Secretary,Court Clerk,Dice,"A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Knowledge of court procedures""', 'Legal document management""', 'Attention to detail""', 'Computer literacy""', 'Organization skills]""]]]]]']","Manage court records, assist judges and attorneys during court proceedings, and provide information to the public. Prepare and distribute court orders and documents. Ensure courtroom operations run smoothly.",Kyndryl Holdings,"{""Sector"":""IT Services"",""Industry"":""Information Technology Services"",""City"":""New York"",""State"":""New York"",""Zip"":""10017"",""Website"":""www.kyndryl.com"",""Ticker"":""KD"",""CEO"":""Martin J. Schroeter""}","Legal Secretary Manage court records, assist judges and attorneys during court proceedings, and provide information to the public. Prepare and distribute court orders and documents. Ensure courtroom operations run smoothly. Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills",Legal & Social Services,Legal Services,77.5,2022Q2
1383232,1174641572862687.0,1 to 8 Years,M.Com,56,63,119,Singapore,Temporary,23081,2023-01-15,9,Litigation Attorney,Corporate Litigator,SimplyHired,"Corporate Litigators specialize in corporate law. They handle legal matters related to businesses, such as mergers, acquisitions, contracts, and disputes, to protect corporate interests.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Corporate law""', 'Commercial litigation""', 'Dispute resolution""', 'Contract law""', 'Legal strategy""', 'Negotiation]""]]]]]']","Focus on corporate legal matters, including contracts, disputes, and compliance. Provide legal counsel to businesses and organizations. Handle litigation involving corporate interests.",Nestle India,"{""Sector"":""Food & Beverages"",""Industry"":""Food and Beverage"",""City"":""Gurgaon"",""State"":""Haryana"",""Zip"":""122002"",""Website"":""https://www.nestle.in/"",""Ticker"":""NESTLEIND"",""CEO"":""Suresh Narayanan""}","Litigation Attorney Focus on corporate legal matters, including contracts, disputes, and compliance. Provide legal counsel to businesses and organizations. Handle litigation involving corporate interests. Corporate law Commercial litigation Dispute resolution Contract law Legal strategy Negotiation",Legal & Social Services,Legal Services,91.0,2023Q1
1405856,2281118514311406.0,0 to 13 Years,PhD,36,57,93,Singapore,Contract,71384,2022-03-27,9,Substance Abuse Counselor,Addiction Counselor,Stack Overflow Jobs,"An Addiction Counselor provides support and therapy to individuals struggling with addiction, helping them overcome substance abuse and develop healthier coping strategies.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Addiction counseling techniques""', 'Substance abuse treatment""', 'Counseling ethics]""]]]]]']",Provide counseling and support to individuals struggling with substance abuse issues. Conduct assessments and develop treatment plans. Facilitate group therapy sessions.,Aramark,"{""Sector"":""Services"",""Industry"":""Diversified Outsourcing Services"",""City"":""Philadelphia"",""State"":""Pennsylvania"",""Zip"":""19103"",""Website"":""www.aramark.com"",""Ticker"":""ARMK"",""CEO"":""John J. Zillmer""}",Substance Abuse Counselor Provide counseling and support to individuals struggling with substance abuse issues. Conduct assessments and develop treatment plans. Facilitate group therapy sessions. Addiction counseling techniques Substance abuse treatment Counseling ethics,Legal & Social Services,Legal Services,75.0,2022Q1
1409418,2861069291992762.0,3 to 13 Years,BCA,31,56,87,Singapore,Intern,134819,2023-03-31,9,Litigation Attorney,Trial Attorney,Jobs2Careers,"Trial Attorneys represent clients in legal proceedings. They prepare cases, conduct trials, and provide legal counsel to clients involved in civil or criminal litigation.","Flexible Spending Accounts (FSAs), Relocation Assistance, Legal Assistance, Employee Recognition Programs, Financial Counseling","['Litigation""', 'Legal research""', 'Courtroom representation""', 'Case preparation""', 'Client counseling""', 'Legal writing]""]]]]]']","Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible.",Penske Automotive Group,"{""Sector"":""Automotive"",""Industry"":""Automotive Retailing, Services"",""City"":""Bloomfield Hills"",""State"":""Michigan"",""Zip"":""48302"",""Website"":""www.penskeautomotive.com"",""Ticker"":""PAG"",""CEO"":""Roger S. Penske""}","Litigation Attorney Represent clients in civil or criminal trials, presenting cases in court. Prepare legal arguments and cross-examine witnesses. Negotiate settlements when possible. Litigation Legal research Courtroom representation Case preparation Client counseling Legal writing",Legal & Social Services,Legal Services,71.5,2023Q1
1409720,1522826640509403.0,5 to 8 Years,BA,29,63,92,Singapore,Contract,129657,2022-11-06,9,Legal Advisor,Legal Counsel,Idealist,"As a Legal Counsel, your responsibilities include providing legal advice, drafting contracts, and ensuring compliance with laws and regulations. You will represent the company in legal matters, negotiate agreements, and mitigate legal risks. Your role involves staying informed about changes in the law and advising management on legal issues affecting the business.","Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities","['Legal counsel""', 'Legal advice""', 'Contract negotiation""', 'Legal research""', 'Litigation support""', 'Client representation""', 'Legal writing""', 'Regulatory compliance]""]]]]]']","Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings.",Bed Bath & Beyond,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Other"",""City"":""Union"",""State"":""New Jersey"",""Zip"":""7083"",""Website"":""www.bedbathandbeyond.com"",""Ticker"":""BBBY"",""CEO"":""Sue E. Gove""}","Legal Advisor Provide legal advice and counsel to individuals, businesses, or organizations on various legal matters. Draft legal documents, contracts, and agreements. Represent clients in negotiations and legal proceedings. Legal counsel Legal advice Contract negotiation Legal research Litigation support Client representation Legal writing Regulatory compliance",Legal & Social Services,Legal Services,77.5,2022Q4
1409749,541897000000000.0,2 to 14 Years,BBA,51,55,106,Singapore,Contract,33770,2021-11-28,9,Legal Assistant,Paralegal,The Muse,"Assist lawyers with legal research, document preparation, and case management in law firms or legal departments.","Life and Disability Insurance, Stock Options or Equity Grants, Employee Recognition Programs, Health Insurance, Social and Recreational Activities","['Legal research""', 'Document drafting""', 'Case management""', 'E""', 'Legal databases""', 'Lexis""', 'Nexis""', 'Client communication""', 'Deposition preparation""', 'Trial support""', 'Ethics and confidentiality""', 'Attention to detail""', 'Communication skills""', 'Legal software proficiency]""]]]]]']","Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files.",Origin Energy,"{""Sector"":""Energy/Oil and Gas"",""Industry"":""Energy"",""City"":""Sydney"",""State"":""NSW"",""Zip"":""2000"",""Website"":""https://www.originenergy.com.au/"",""Ticker"":""ORG"",""CEO"":""Frank Calabria""}","Legal Assistant Assist lawyers in legal research, document preparation, and case management. Draft legal documents and pleadings. Organize and maintain case files. Legal research Document drafting Case management E, filing Legal databases , e, g,  LexisNexis,  Client communication Deposition preparation Trial support Ethics and confidentiality Attention to detail Communication skills Legal software proficiency",Legal & Social Services,Legal Services,80.5,2021Q4
1410033,2171779107881968.0,1 to 10 Years,M.Com,22,60,82,Singapore,Full-Time,128409,2023-06-04,9,Legal Secretary,Legal Assistant,Indeed,"A Legal Assistant supports legal professionals by performing administrative and research tasks, organizing legal documents, and assisting with legal proceedings and documentation.","Legal Assistance, Bonuses and Incentive Programs, Wellness Programs, Employee Discounts, Retirement Plans","['Legal research""', 'Document drafting""', 'Communication skills""', 'Legal software proficiency""', 'Attention to detail]""]]]]]']","Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars.",W.R. Berkley,"{""Sector"":""Insurance"",""Industry"":""Insurance: Property and Casualty (Stock)"",""City"":""Greenwich"",""State"":""Connecticut"",""Zip"":""6830"",""Website"":""www.berkley.com"",""Ticker"":""WRB"",""CEO"":""Robert Berkley""}","Legal Secretary Provide administrative support to legal professionals, including document preparation and filing. Maintain legal files and records. Schedule appointments and manage calendars. Legal research Document drafting Communication skills Legal software proficiency Attention to detail",Legal & Social Services,Legal Services,71.0,2023Q2
1418222,2803535705939300.0,0 to 10 Years,B.Com,61,55,116,Singapore,Full-Time,39745,2023-03-22,9,Legal Secretary,Court Clerk,FlexJobs,"A Court Clerk manages administrative tasks within a court system, including maintaining court records, scheduling hearings, and assisting judges and legal professionals as needed.","Casual Dress Code, Social and Recreational Activities, Employee Referral Programs, Health and Wellness Facilities, Life and Disability Insurance","['Knowledge of court procedures""', 'Legal document management""', 'Attention to detail""', 'Computer literacy""', 'Organization skills]""]]]]]']","Manage court records, assist judges and attorneys during court proceedings, and provide information to the public. Prepare and distribute court orders and documents. Ensure courtroom operations run smoothly.",Geely Automobile Holdings,"{""Sector"":""Automotive"",""Industry"":""Automotive"",""City"":""Hangzhou"",""State"":""N/A"",""Zip"":""N/A"",""Website"":""https://www.geely.com/"",""Ticker"":""0175.HK"",""CEO"":""Daniel Li Donghui""}","Legal Secretary Manage court records, assist judges and attorneys during court proceedings, and provide information to the public. Prepare and distribute court orders and documents. Ensure courtroom operations run smoothly. Knowledge of court procedures Legal document management Attention to detail Computer literacy Organization skills",Legal & Social Services,Legal Services,85.5,2023Q1
1420128,2523030395063935.0,5 to 13 Years,B.Tech,72,55,127,Singapore,Part-Time,62492,2023-05-05,9,Substance Abuse Counselor,Family Counselor,LinkedIn,"A Family Counselor works with families to address interpersonal issues, improve communication, and resolve conflicts, fostering healthier family dynamics.","Health Insurance, Retirement Plans, Flexible Work Arrangements, Employee Assistance Programs (EAP), Bonuses and Incentive Programs","['Family counseling""', 'Marriage and family therapy""', 'Conflict resolution skills]""]]]]]']",Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams.,Marsh & McLennan,"{""Sector"":""Insurance"",""Industry"":""Diversified Financials"",""City"":""New York"",""State"":""New York"",""Zip"":""10036"",""Website"":""www.marshmclennan.com"",""Ticker"":""MMC"",""CEO"":""John Q. Doyle""}",Substance Abuse Counselor Work with the families of individuals facing substance abuse challenges. Provide education and therapy to improve family dynamics and support networks. Collaborate with treatment teams. Family counseling Marriage and family therapy Conflict resolution skills,Legal & Social Services,Legal Services,91.0,2023Q2
1421453,1165860606937151.0,2 to 15 Years,M.Com,62,55,117,Singapore,Temporary,33718,2022-06-21,9,Legal Counsel,Corporate Attorney,Stack Overflow Jobs,"Corporate Attorneys provide legal counsel and representation to organizations. They handle legal matters, contracts, mergers, acquisitions, and ensure compliance with laws and regulations relevant to the business.","Health Insurance, Retirement Plans, Paid Time Off (PTO), Flexible Work Arrangements, Employee Assistance Programs (EAP)","['Corporate law and regulations""', 'Contract drafting and negotiation""', 'Legal research and analysis""', 'Risk management""', 'Excellent communication and negotiation skills]""]]]]]']","Provide legal advice and guidance on corporate matters, contracts, and regulatory compliance. Draft and review legal documents and agreements. Represent the company in legal proceedings.",Foot Locker,"{""Sector"":""Retail"",""Industry"":""Specialty Retailers: Apparel"",""City"":""New York"",""State"":""New York"",""Zip"":""10001"",""Website"":""www.footlocker.com/corp"",""Ticker"":""FL"",""CEO"":""Mary N. Dillon""}","Legal Counsel Provide legal advice and guidance on corporate matters, contracts, and regulatory compliance. Draft and review legal documents and agreements. Represent the company in legal proceedings. Corporate law and regulations Contract drafting and negotiation Legal research and analysis Risk management Excellent communication and negotiation skills",Legal & Social Services,Legal Services,86.0,2022Q2
