Job Id,Job URL,Job Salary Range,Job Employment Type,Job Posting Date,Job Title,Job Description,skills,Company,Job Industry,Job Minimum Experience,Work Type,Min Salary (K),Max Salary (K),Average Salary (K),Salary Range (K),Year-Quarter,Broader Category
MCF-2024-1308623-1,https://www.mycareersfuture.gov.sg/job/customer-service/client-service-coordinator-4-days-work-week-amk-wecruit-7fcaa8bd11b36a02dfa7252625b62841?source=MCF&event=Search,"$2,000to$2,600","Permanent, Full Time",2024-10-07,Client Service Coordinator   4 Days' Work Week  Amk,"Responsibilities：
Manage incoming phone lines & directing calls
Scheduling appointments and communicating booking requirements to clients
Communicating patient arrivals and emergencies to clinical staff
Finalising invoices, processing payment, and balancing the till
Dispensing medication
Perform various ad hoc administrative duties

Requirements:
At least 1-2 years of Customer Service (customer-facing) experience.
Have a love for animals.
Enjoy interacting with people and animals.
Good interpersonal skills.
Good computer skills.
Able to commit shiftwork according to operational needs.

We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

Wecruit Pte Ltd
EA License No: 20C0270","['Front Office', 'Ability to Multitask', 'Animal Care', 'Veterinary', 'Animals', 'Customerfacing', 'Interpersonal Skills', 'Healthcare', 'Animal Work', 'Clinic', 'Animal Handling', 'Pressure', 'Team Player', 'Customer Service', 'Scheduling']",Wecruit Pte. Ltd.,"Customer Service, Healthcare / Pharmaceutical",1.0,Permanent,24.0,31.200000000000003,27.6,7.200000000000003,2024Q4,Business
MCF-2024-1308623-2,https://www.mycareersfuture.gov.sg/job/customer-service/client-service-coordinator-4-days-work-week-amk-wecruit-7fcaa8bd11b36a02dfa7252625b62841?source=MCF&event=Search,"$2,000to$2,600","Permanent, Full Time",2024-10-07,Client Service Coordinator   4 Days' Work Week  Amk,"Responsibilities：
Manage incoming phone lines & directing calls
Scheduling appointments and communicating booking requirements to clients
Communicating patient arrivals and emergencies to clinical staff
Finalising invoices, processing payment, and balancing the till
Dispensing medication
Perform various ad hoc administrative duties

Requirements:
At least 1-2 years of Customer Service (customer-facing) experience.
Have a love for animals.
Enjoy interacting with people and animals.
Good interpersonal skills.
Good computer skills.
Able to commit shiftwork according to operational needs.

We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

Wecruit Pte Ltd
EA License No: 20C0270","['Front Office', 'Ability to Multitask', 'Animal Care', 'Veterinary', 'Animals', 'Customerfacing', 'Interpersonal Skills', 'Healthcare', 'Animal Work', 'Clinic', 'Animal Handling', 'Pressure', 'Team Player', 'Customer Service', 'Scheduling']",Wecruit Pte. Ltd.,"Customer Service, Healthcare / Pharmaceutical",1.0,Permanent,24.0,31.200000000000003,27.6,7.200000000000003,2024Q4,Healthcare
MCF-2024-1315571,https://www.mycareersfuture.gov.sg/job/sales/retail-sales-wecruit-14600e60ce85b40c0fdbdab2c310d8ed?source=MCF&event=Search,"$2,000to$2,400","Permanent, Full Time",2024-10-07,Retail Sales,"Job Description:
Provide exceptional customer service by greeting walk-in customers, addressing their shopping inquiries, promoting products, and assisting with order fulfillment.
Replenish and organize merchandise in accordance with the company’s Standard Operating Procedures.
Conduct out-of-stock, quality, and expiry checks on products.
Ensure accurate price tagging.
Handle cashier duties, including processing customer exchanges and refunds, and promoting the customer loyalty program at checkout.
Create and maintain attractive retail displays.
Perform general housekeeping tasks to uphold high standards of cleanliness and hygiene.
Assist with opening and closing the retail outlet, including cashier balancing.
Participate in stock-taking activities.
Requirements:
Retail experience is preferred but not required; training will be provided.
Minimum GCE 'O' or 'N' Level.
Strong team player with the ability to work independently.
Positive attitude and friendly demeanor.
Excellent communication and interpersonal skills.
IT literacy is an advantage.
Capable of lifting loads of 10 kg or more.
Additional Information:
Quarterly retail incentives.
10% staff discount on company products.
Quarterly loyalty points.
Birthday incentive in the form of loyalty points.
Inpatient and outpatient medical allowance.
We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

Wecruit Pte Ltd | EA License No. 20C0270
TEY WEI JIAN | EA Registration No. R24120855","['Microsoft Office', 'Visual Merchandising', 'Ability To Work Independently', 'Literacy', 'Housekeeping', 'Interpersonal Skills', 'Customer Loyalty', 'Inventory', 'Exceptional Customer Service', 'Retail Sales', 'Attentive', 'Physically Fit', 'Cashiering', 'Team Player', 'Customer Service']",Wecruit Pte. Ltd.,Sales / Retail,1.0,Permanent,24.0,28.8,26.4,4.799999999999997,2024Q4,Business
MCF-2024-1303615,https://www.mycareersfuture.gov.sg/job/sales/indoor-sales-executive-wecruit-c8a529a88dacf08482774d983fbae97d?source=MCF&event=Search,"$2,000to$3,200",Full Time,2024-10-07,Indoor Sales Executive,"Processing PO to supplier, Coordination on income and outgoing shipment, Prepare documents including DO & Invoice & packing list to customer
Assists in year end stock take.
Preparation quotation, follow up with customer on every quotation and report.
Prefer to have forklift license (Training provided).
Packing, testing and assemble of equipment.
Prefer Diploma in electrical or relevant education.
We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

EA License No: 20C0270
EA Personnel No: R22110981
EA Personnel Name: Law Mei Fong","['Sales Presentations', 'Sales', 'Control Valves', 'Ability To Work Independently', 'good sales', 'Presales', 'Electrical', 'Selling', 'sales aids', 'Physically Fit', 'sales data', 'Sales Plan', 'sales bids', 'Valves', 'Customer Relations', 'Web Sales']",Wecruit Pte. Ltd.,Sales / Retail,1.0,Full-Time,24.0,38.400000000000006,31.200000000000003,14.400000000000006,2024Q4,Business
MCF-2024-1308582-1,https://www.mycareersfuture.gov.sg/job/customer-service/client-service-coordinator-4-days-work-week-north-wecruit-156221b16f984ff7de1c36e17876d705?source=MCF&event=Search,"$2,000to$2,600","Permanent, Full Time",2024-10-07,Client Service Coordinator   4 Days' Work Week  North,"Responsibilities：
Manage incoming phone lines & directing calls
Scheduling appointments and communicating booking requirements to clients
Communicating patient arrivals and emergencies to clinical staff
Finalising invoices, processing payment, and balancing the till
Dispensing medication
Perform various ad hoc administrative duties

Requirements:
At least 1-2 years of Customer Service (customer-facing) experience.
Have a love for animals.
Enjoy interacting with people and animals.
Good interpersonal skills.
Good computer skills.
Able to commit shiftwork according to operational needs.

We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

Wecruit Pte Ltd
EA License No: 20C0270","['Front Office', 'Ability to Multitask', 'Animal Care', 'Animals', 'Customerfacing', 'Interpersonal Skills', 'Healthcare', 'Animal Work', 'Clinic', 'Animal Handling', 'Pressure', 'Team Player', 'Customer Service', 'Scheduling']",Wecruit Pte. Ltd.,"Customer Service, Healthcare / Pharmaceutical",1.0,Permanent,24.0,31.200000000000003,27.6,7.200000000000003,2024Q4,Business
MCF-2024-1308582-2,https://www.mycareersfuture.gov.sg/job/customer-service/client-service-coordinator-4-days-work-week-north-wecruit-156221b16f984ff7de1c36e17876d705?source=MCF&event=Search,"$2,000to$2,600","Permanent, Full Time",2024-10-07,Client Service Coordinator   4 Days' Work Week  North,"Responsibilities：
Manage incoming phone lines & directing calls
Scheduling appointments and communicating booking requirements to clients
Communicating patient arrivals and emergencies to clinical staff
Finalising invoices, processing payment, and balancing the till
Dispensing medication
Perform various ad hoc administrative duties

Requirements:
At least 1-2 years of Customer Service (customer-facing) experience.
Have a love for animals.
Enjoy interacting with people and animals.
Good interpersonal skills.
Good computer skills.
Able to commit shiftwork according to operational needs.

We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

Wecruit Pte Ltd
EA License No: 20C0270","['Front Office', 'Ability to Multitask', 'Animal Care', 'Animals', 'Customerfacing', 'Interpersonal Skills', 'Healthcare', 'Animal Work', 'Clinic', 'Animal Handling', 'Pressure', 'Team Player', 'Customer Service', 'Scheduling']",Wecruit Pte. Ltd.,"Customer Service, Healthcare / Pharmaceutical",1.0,Permanent,24.0,31.200000000000003,27.6,7.200000000000003,2024Q4,Healthcare
MCF-2024-1474835,https://www.mycareersfuture.gov.sg/job/advertising/in-store-visual-merchandiser-iora-fashion-17c63080ae682e3e52ca7e59a721e60d?source=MCF&event=Search,"$2,800to$3,200","Permanent, Full Time",2024-10-06,Instore Visual Merchandiser,"Job Description
- To implement brand concepts and plan visual display directions for the stores to maximize sales and customer shopping experience
- Present and communicate product range in an attractive manner with relevance to the market
- Conceptualize, design, and prepare advertising templates, in-store marketing materials, in-house magazines, posters, brochures, promotional materials, event displays, websites, company profile etc.
- Coach and train the retail teams to comply with the visual display presentation standards
- Execute A&P activities in-store to optimize sales potential
- Replenishing stock on the shop floor and support the sales staff with store operations
- Offering styling advices and excellent service to the customer
- Interact with the customers to understand customer preference and expectations
- Research and keep up to date with the latest lifestyle, demographics and design trends.
- Assist in conceptualizing of model and product shoots

Job Requirements
- At least a Diploma in Visual Merchandising/Fashion Merchandising/Fashion Design or related field
- Creative with a keen eye for aesthetics, highly adaptable to a fast-paced retail environment
- Excellent interpersonal and organization skills
- Self-reliant and motivated, you are also able to prioritize and manage timely implementation of assignments.
- Proficient in Macintosh applications, Photoshop, Illustrator, Auto-CAD and SketchUp
- Responsible and proactive team player
- Fresh graduates are welcome to apply","['Store Operations', 'Aesthetics', 'Lifestyle', 'Visual Merchandising', 'VM', 'Merchandising', 'Adaptable', 'Illustrator', 'Photoshop', 'Styling', 'AutoCAD', 'Team Player', 'SketchUp', 'Brochures', 'Adobe Photoshop', 'Magazines']",Iora Fashion Pte Ltd,"Advertising / Media, Architecture / Interior Design, Customer Service, Design, Sales / Retail",2.0,Permanent,33.599999999999994,38.400000000000006,36.0,4.800000000000011,2024Q4,Business
MCF-2024-1137705,https://www.mycareersfuture.gov.sg/job/customer-service/customer-service-officer-wecruit-a23288cd3b6d450cd0a98821f33d2e02?source=MCF&event=Search,"$2,300to$3,400","Permanent, Full Time",2024-10-07,Customer Service Officer,"Managing and coordinating Sea Import/Exports shipments.
Follow up with airlines/oversea offices on any short-landed, damaged or discrepancy cargo
Answering to customer's inquiries and handling customer's complaints.
Preparing of payment vouchers, verifications of vendor costings, closing of all shipment files and filling of documents.
Any other task assigned by the superior

We regret only shortlisted candidates will be contacted. All applications will be handled confidentially. By submitting your application, you agree to the collection, use, retention, and disclosure of your personal information to prospective employers.

Wecruit Pte Ltd
EA License No: 20C0270","['Shipping Documentation', 'Sales', 'Microsoft Excel', 'shipping process', 'Ocean Freight', 'Freight Forwarding', 'Freight and Cargo Claim Administration', 'Freight', 'Trucking', 'Transportation', 'Sea freight, experience', 'shipping industry', 'freight shipment', 'Sea Freight', 'Team Player', 'shipping vessels', 'Customer Service', 'customer shipping schedule', 'Shipping', 'Customer Service Experience']",Wecruit Pte. Ltd.,"Customer Service, Logistics / Supply Chain",1.0,Permanent,27.6,40.8,34.2,13.2,2024Q4,Business
MCF-2024-1456720-1,https://www.mycareersfuture.gov.sg/job/banking-finance/data-engineer-es-recruitment-db2c8097447abcfeb51e18666614a0b4?source=MCF&event=Search,"$5,500to$6,500",Contract,2024-10-02,Data Engineer,"Seeking skilled and motivated Intermediate Data Engineer to join our dynamic team.

Industry: Banking Industry
Min 5yrs Data Engineer work experience
Work Location: Changi Business Park

The successful candidate will play a crucial role in designing, developing, and maintaining our data infrastructure, ensuring efficient processing and analysis of large datasets. As an Intermediate Data Engineer, you will collaborate with cross-functional teams to implement data solutions that align with our business objectives.

Responsibilities:
Data Pipeline Development: Design, implement, and maintain scalable data pipelines for the extraction, transformation, and loading of large datasets.
Data Modelling: Develop and optimize data models to support analytical and reporting requirements, ensuring data accuracy and reliability.
Data Integration: Integrate diverse data sources and formats to enable seamless data flow across systems.
Data Quality Assurance: Implement and monitor data quality checks to ensure the integrity of the data throughout the entire data lifecycle.
Collaboration: Work closely with business analysts, colleagues and other stakeholders to understand data requirements and deliver effective solutions.
Performance Optimization: Identify and address performance bottlenecks in data processing and storage systems.
Documentation: Document data engineering processes, data models, and configurations for knowledge sharing and future reference.
Adherence to Best Practices: Stay current with industry trends and best practices in data engineering within company and ensure the adoption of these practices within the team.
Requirements:
Bachelor's degree in Computer Science, Information Technology, or a related field.
Minimum of 5 years of proven experience as a Data Engineer or similar role.
Strong proficiency in programming languages such as Spark SQL and Python in a HIVE environment.
Familiarity with cloud platforms such as AWS and Big Data infrastructure, Jira, Bitbucket, etc.
Experience in CI/CD pipeline and working in an Agile environment.
Excellent problem-solving skills and attention to detail.
Strong communication and collaboration skills.
Knowledge of data warehousing concepts and technologies.
Candidates with experience in the Banking Industry will have an added advantage.
Ability to communicate effectively with multiple levels of management and summarize complex technical requests succinctly.
Locals to apply
NOTE : Interested applicants, Pls send CV to ivy@esrecruit.com (ES Recruitment Pte Ltd 09C4235, R1103307 Hong Mei Lin)","['Big Data', 'Quality Assurance', 'Pipelines', 'Assurance', 'Agile', 'Data Integration', 'Information Technology', 'Data Quality', 'Reliability', 'Data Engineering', 'SQL', 'JIRA', 'Attention to Detail', 'Python', 'Banking', 'Data Warehousing']",Es Recruitment Pte. Ltd.,"Banking and Finance, Information Technology",5.0,Contract,66.0,78.0,72.0,12.0,2024Q4,Information Technology
MCF-2024-1456720-2,https://www.mycareersfuture.gov.sg/job/banking-finance/data-engineer-es-recruitment-db2c8097447abcfeb51e18666614a0b4?source=MCF&event=Search,"$5,500to$6,500",Contract,2024-10-02,Data Engineer,"Seeking skilled and motivated Intermediate Data Engineer to join our dynamic team.

Industry: Banking Industry
Min 5yrs Data Engineer work experience
Work Location: Changi Business Park

The successful candidate will play a crucial role in designing, developing, and maintaining our data infrastructure, ensuring efficient processing and analysis of large datasets. As an Intermediate Data Engineer, you will collaborate with cross-functional teams to implement data solutions that align with our business objectives.

Responsibilities:
Data Pipeline Development: Design, implement, and maintain scalable data pipelines for the extraction, transformation, and loading of large datasets.
Data Modelling: Develop and optimize data models to support analytical and reporting requirements, ensuring data accuracy and reliability.
Data Integration: Integrate diverse data sources and formats to enable seamless data flow across systems.
Data Quality Assurance: Implement and monitor data quality checks to ensure the integrity of the data throughout the entire data lifecycle.
Collaboration: Work closely with business analysts, colleagues and other stakeholders to understand data requirements and deliver effective solutions.
Performance Optimization: Identify and address performance bottlenecks in data processing and storage systems.
Documentation: Document data engineering processes, data models, and configurations for knowledge sharing and future reference.
Adherence to Best Practices: Stay current with industry trends and best practices in data engineering within company and ensure the adoption of these practices within the team.
Requirements:
Bachelor's degree in Computer Science, Information Technology, or a related field.
Minimum of 5 years of proven experience as a Data Engineer or similar role.
Strong proficiency in programming languages such as Spark SQL and Python in a HIVE environment.
Familiarity with cloud platforms such as AWS and Big Data infrastructure, Jira, Bitbucket, etc.
Experience in CI/CD pipeline and working in an Agile environment.
Excellent problem-solving skills and attention to detail.
Strong communication and collaboration skills.
Knowledge of data warehousing concepts and technologies.
Candidates with experience in the Banking Industry will have an added advantage.
Ability to communicate effectively with multiple levels of management and summarize complex technical requests succinctly.
Locals to apply
NOTE : Interested applicants, Pls send CV to ivy@esrecruit.com (ES Recruitment Pte Ltd 09C4235, R1103307 Hong Mei Lin)","['Big Data', 'Quality Assurance', 'Pipelines', 'Assurance', 'Agile', 'Data Integration', 'Information Technology', 'Data Quality', 'Reliability', 'Data Engineering', 'SQL', 'JIRA', 'Attention to Detail', 'Python', 'Banking', 'Data Warehousing']",Es Recruitment Pte. Ltd.,"Banking and Finance, Information Technology",5.0,Contract,66.0,78.0,72.0,12.0,2024Q4,Business
MCF-2024-1472483,https://www.mycareersfuture.gov.sg/job/banking-finance/senior-corporate-banker-gravitas-recruitment-group-1ea869687af597012a300acf265703fd?source=MCF&event=Search,"$10,000to$15,000","Permanent, Full Time",2024-10-05,Senior Corporate Banker,"Our client is looking to hire an experienced Corporate Banker to join their onshore team.

Job Description:
Manage portfolio of Commercial or Corporate clients
Grow current portfolio and revenue and acquire new clients
Follow through from credit write ups to KYC to onboarding and cross and up selling services and facilities.
Job Requirement
At least 8 to 10 years experience in the business
Apt and equipped in dealing with clients in industries such as Teleco companies , Aerospace and Transport industry etc.
Able to bring over substantial portfolio over to client's bank
Interested applicants please attach your update CV.","['Onshore', 'Aerospace', 'Corporate Banking', 'Selling', 'Customer Acquisition', 'Transaction Banking', 'APT', 'Banking', 'Business Acquisition', 'KYC', 'Acquisition Plan']",Gravitas Recruitment Group (Sg) Pte. Ltd.,Banking and Finance,10.0,Permanent,120.0,180.0,150.0,60.0,2024Q4,Business
